Order_Number,State_Code,Customer_Name,Order_Date,Status,Product,Category,Brand,Cost,Sales,Quantity,Total_Cost,Total_Sales,Assigned Supervisor,Profit
139812.0,MH,Jay Prakash Kumar,30/03/2020,Delivered,Wireless Keyboard,Keyboard,Dell,1150.0,1495.0,3.0,3450.0,4485.0,Aadil Khan,1035.0
139813.0,MH,Ashish Pandey,30/03/2020,Shipped,USB Mouse,Mouse,Samsung,350.0,455.0,1.0,350.0,455.0,Advika Joshi,105.0
139814.0,MH,Ajay Sharma,30/03/2020,Order,"19"" LED Display",Monitor,Dell,9500.0,12350.0,3.0,28500.0,37050.0,Ajay Sharma,8550.0
139815.0,PY,Moinuddin Saifi,30/03/2020,Processing,15 TB HDD,HDD,Western Digital,10000.0,13000.0,4.0,40000.0,52000.0,Roshan Kumar,12000.0
139816.0,AP,Ramkrishna Das Adhikary,30/03/2020,Delivered,525 GB M.2,SSD,Samsung,6500.0,8450.0,4.0,26000.0,33800.0,Aarvi Gupta,7800.0
139817.0,AR,Ranjeet Mandal,30/03/2020,Shipped,RYZEN 3rd gen. 3513,CPU,Intel,8500.0,11050.0,3.0,25500.0,33150.0,Vijay Singh,7650.0
139818.0,AS,Ashwini Adsare,30/03/2020,Order,2GB Graphic Card,Graphic Card,Nvidia,7000.0,9100.0,1.0,7000.0,9100.0,Aadil Khan,2100.0
139819.0,BR,Rajesh Variya,30/03/2020,Processing,29 GB DDR4 RAM,Computer Case,Hynix,6550.0,8515.0,4.0,26200.0,34060.0,Advika Joshi,7860.0
139820.0,CG,Amit Singh,30/03/2020,Delivered,Standard ATX motherboard,Mouse,Gigabyte,7650.0,9945.0,3.0,22950.0,29835.0,Ajay Sharma,6885.0
139821.0,GA,Vinod Mehta,30/03/2020,Shipped,Compact with 1 Fan,Cabinet,Asus,1150.0,1495.0,2.0,2300.0,2990.0,Roshan Kumar,690.0
139822.0,GJ,Jignesh Mhatre,30/03/2020,Order,USB Backlight Keyboard,Keyboard,Dell,850.0,1105.0,2.0,1700.0,2210.0,Aarvi Gupta,510.0
139823.0,HR,Rahul Kashyap,30/03/2020,Processing,Ergonomic Mouse,Mouse,Samsung,650.0,845.0,1.0,650.0,845.0,Vijay Singh,195.0
139824.0,HP,Mohammed Abdul Kaleem,30/03/2020,Delivered,"15"" LCD Dsipaly",Monitor,Dell,7500.0,9750.0,1.0,7500.0,9750.0,Aadil Khan,2250.0
139825.0,JK,Chandrakant Kasbe,30/03/2020,Shipped,15 TB HDD,HDD,Seagate,10000.0,13000.0,2.0,20000.0,26000.0,Advika Joshi,6000.0
139826.0,JH,Rohan Kale,30/03/2020,Order,14 TB SSD,SSD,Samsung,10500.0,13650.0,3.0,31500.0,40950.0,Ajay Sharma,9450.0
139827.0,KA,Aniruddha Kekapure,30/03/2020,Processing,Intel i5 12th gen.,CPU,Intel,8500.0,11050.0,3.0,25500.0,33150.0,Roshan Kumar,7650.0
139828.0,KL,Aslam Raza,30/03/2020,Delivered,2GB Graphic Card,Graphic Card,Nvidia,7000.0,9100.0,4.0,28000.0,36400.0,Aarvi Gupta,8400.0
139829.0,MP,Roshan Zameer,30/03/2020,Shipped,17 GB DDR4 Ram,Computer Case,Hynix,1680.0,2184.0,3.0,5040.0,6552.0,Vijay Singh,1512.0
139830.0,MH,Rakesh Kumar Sharma,30/03/2020,Order,Micro ATX motherboard,Mouse,MSI,6540.0,8502.0,1.0,6540.0,8502.0,Aadil Khan,1962.0
139831.0,MN,Shivanand Sahani,30/03/2020,Processing,Gaming Box Cabinet,Cabinet,Asus,2680.0,3484.0,2.0,5360.0,6968.0,Advika Joshi,1608.0
139832.0,ML,Kunal Patra,30/03/2020,Delivered,"17"" LCD Display",Monitor,Samsung,8250.0,10725.0,3.0,24750.0,32175.0,Ajay Sharma,7425.0
139833.0,MZ,Bijendra,30/03/2020,Shipped,21 GB DDR4 RAM,RAM,Samsung,2650.0,3445.0,3.0,7950.0,10335.0,Roshan Kumar,2385.0
139834.0,NL,Kranti Bheke,30/03/2020,Order,"26"" LCD Display",Monitor,Acer,12550.0,16315.0,4.0,50200.0,65260.0,Aarvi Gupta,15060.0
139835.0,OR,Jagdeep,30/03/2020,Processing,I7 - intel 12th Generation,CPU,Intel,14500.0,18850.0,4.0,58000.0,75400.0,Vijay Singh,17400.0
139836.0,PB,Adhir Samal,30/03/2020,Delivered,USB Keyboard,Keyboard,Dell,800.0,1040.0,2.0,1600.0,2080.0,Aadil Khan,480.0
139837.0,RJ,Dannana Jhammi,30/03/2020,Shipped,Wireless Mouse,Mouse,Samsung,600.0,780.0,3.0,1800.0,2340.0,Advika Joshi,540.0
139838.0,SK,Vipin Kumar,30/03/2020,Order,"21"" LCD Display",Monitor,Dell,10500.0,13650.0,3.0,31500.0,40950.0,Ajay Sharma,9450.0
139839.0,TN,Ranjeet Kumar,30/03/2020,Processing,15 TB HDD,HDD,Western Digital,6500.0,8450.0,2.0,13000.0,16900.0,Roshan Kumar,3900.0
139840.0,TR,Sajal Singhal,30/03/2020,Delivered,270 GB SSD,SSD,Samsung,4500.0,5850.0,3.0,13500.0,17550.0,Aarvi Gupta,4050.0
139841.0,UK,Akhilesh Kumar,30/03/2020,Shipped,Intel i3 11th gen.,CPU,Intel,8500.0,11050.0,4.0,34000.0,44200.0,Vijay Singh,10200.0
139842.0,UP,Suvankar Chakraborty,30/03/2020,Order,4GB Graphic card,Graphic Card,Nvidia,12500.0,16250.0,1.0,12500.0,16250.0,Aadil Khan,3750.0
139843.0,WB,Suvankar Adhikary,30/03/2020,Processing,22 GB DDR4 RAM,NIC,Hynix,3500.0,4550.0,4.0,14000.0,18200.0,Advika Joshi,4200.0
139844.0,TN,Rahul Kumar Prajapati,30/03/2020,Delivered,BTX motherboard,Printer,Gigabyte,4500.0,5850.0,4.0,18000.0,23400.0,Ajay Sharma,5400.0
139845.0,TR,Sagar Jeur,30/03/2020,Shipped,17 Fans Cabinet,Cabinet,Asus,2100.0,2730.0,3.0,6300.0,8190.0,Roshan Kumar,1890.0
139846.0,AN,Rhushikesh Mane,30/03/2020,Order,Wireless Keyboard,Keyboard,Dell,1150.0,1495.0,2.0,2300.0,2990.0,Aarvi Gupta,690.0
139847.0,CH,Ashish Kumar,30/03/2020,Processing,USB Mouse,Mouse,Samsung,350.0,455.0,3.0,1050.0,1365.0,Vijay Singh,315.0
139848.0,DH,Javed Akhter,30/03/2020,Delivered,"19"" LED Display",Monitor,Dell,9500.0,12350.0,1.0,9500.0,12350.0,Aadil Khan,2850.0
139849.0,DD,Haridas Balraj,30/03/2020,Shipped,16 TB HDD,HDD,Western Digital,10000.0,13000.0,2.0,20000.0,26000.0,Advika Joshi,6000.0
139850.0,DL,Kundan Kumar,30/03/2020,Order,526 GB M.2,SSD,Samsung,6500.0,8450.0,2.0,13000.0,16900.0,Ajay Sharma,3900.0
139851.0,LD,Atif Siddiqui,30/03/2020,Processing,RYZEN 3rd gen. 3514,CPU,Intel,8500.0,11050.0,4.0,34000.0,44200.0,Roshan Kumar,10200.0
139852.0,PY,Aditya Agarwal,31/03/2020,Delivered,2GB Graphic Card,Graphic Card,Nvidia,7000.0,9100.0,1.0,7000.0,9100.0,Aarvi Gupta,2100.0
139853.0,AP,Firdoush Jabee,31/03/2020,Shipped,30 GB DDR4 RAM,NIC,Hynix,6550.0,8515.0,4.0,26200.0,34060.0,Vijay Singh,7860.0
139854.0,AR,Jay Prakash Kumar,31/03/2020,Order,Standard ATX motherboard,Printer,Gigabyte,7650.0,9945.0,3.0,22950.0,29835.0,Aadil Khan,6885.0
139855.0,AS,Ashish Pandey,31/03/2020,Processing,Compact with 1 Fan,Cabinet,Asus,1150.0,1495.0,4.0,4600.0,5980.0,Advika Joshi,1380.0
139856.0,BR,Ajay Sharma,31/03/2020,Delivered,USB Backlight Keyboard,Keyboard,Dell,850.0,1105.0,4.0,3400.0,4420.0,Ajay Sharma,1020.0
139857.0,CG,Moinuddin Saifi,31/03/2020,Shipped,Ergonomic Mouse,Mouse,Samsung,650.0,845.0,4.0,2600.0,3380.0,Roshan Kumar,780.0
139858.0,GA,Ramkrishna Das Adhikary,31/03/2020,Order,"15"" LCD Dsipaly",Monitor,Dell,7500.0,9750.0,2.0,15000.0,19500.0,Aarvi Gupta,4500.0
139859.0,GJ,Ranjeet Mandal,31/03/2020,Processing,16 TB HDD,HDD,Seagate,10000.0,13000.0,2.0,20000.0,26000.0,Vijay Singh,6000.0
139860.0,GJ,Ashwini Adsare,31/03/2020,Delivered,15 TB SSD,SSD,Samsung,10500.0,13650.0,1.0,10500.0,13650.0,Aadil Khan,3150.0
139861.0,GJ,Rajesh Variya,31/03/2020,Shipped,Intel i5 12th gen.,CPU,Intel,8500.0,11050.0,4.0,34000.0,44200.0,Advika Joshi,10200.0
139862.0,GJ,Amit Singh,31/03/2020,Order,2GB Graphic Card,Graphic Card,Nvidia,7000.0,9100.0,3.0,21000.0,27300.0,Ajay Sharma,6300.0
139863.0,GJ,Vinod Mehta,31/03/2020,Processing,18 GB DDR4 Ram,NIC,Hynix,1680.0,2184.0,2.0,3360.0,4368.0,Roshan Kumar,1008.0
139864.0,GJ,Jignesh Mhatre,31/03/2020,Delivered,Micro ATX motherboard,Printer,MSI,6540.0,8502.0,3.0,19620.0,25506.0,Aarvi Gupta,5886.0
139865.0,GJ,Rahul Kashyap,31/03/2020,Shipped,Gaming Box Cabinet,Cabinet,Asus,2680.0,3484.0,2.0,5360.0,6968.0,Vijay Singh,1608.0
139866.0,GJ,Mohammed Abdul Kaleem,31/03/2020,Order,"17"" LCD Display",Monitor,Samsung,8250.0,10725.0,4.0,33000.0,42900.0,Aadil Khan,9900.0
139867.0,GJ,Chandrakant Kasbe,31/03/2020,Processing,22 GB DDR4 RAM,RAM,Samsung,2650.0,3445.0,4.0,10600.0,13780.0,Advika Joshi,3180.0
139868.0,GJ,Rohan Kale,31/03/2020,Delivered,"26"" LCD Display",Monitor,Acer,12550.0,16315.0,2.0,25100.0,32630.0,Ajay Sharma,7530.0
139869.0,GJ,Aniruddha Kekapure,31/03/2020,Shipped,I7 - intel 12th Generation,CPU,Intel,14500.0,18850.0,1.0,14500.0,18850.0,Roshan Kumar,4350.0
139870.0,GJ,Aslam Raza,31/03/2020,Order,USB Keyboard,Keyboard,Dell,800.0,1040.0,2.0,1600.0,2080.0,Aarvi Gupta,480.0
139871.0,GJ,Roshan Zameer,31/03/2020,Processing,Wireless Mouse,Mouse,Samsung,600.0,780.0,3.0,1800.0,2340.0,Vijay Singh,540.0
139872.0,GJ,Rakesh Kumar Sharma,31/03/2020,Delivered,"21"" LCD Display",Monitor,Dell,10500.0,13650.0,1.0,10500.0,13650.0,Aadil Khan,3150.0
139873.0,GJ,Shivanand Sahani,31/03/2020,Shipped,16 TB HDD,HDD,Western Digital,6500.0,8450.0,2.0,13000.0,16900.0,Advika Joshi,3900.0
139874.0,GJ,Kunal Patra,31/03/2020,Order,271 GB SSD,SSD,Samsung,4500.0,5850.0,4.0,18000.0,23400.0,Ajay Sharma,5400.0
139875.0,GJ,Bijendra,31/03/2020,Processing,Intel i3 11th gen.,CPU,Intel,8500.0,11050.0,1.0,8500.0,11050.0,Roshan Kumar,2550.0
139876.0,GJ,Kranti Bheke,31/03/2020,Delivered,4GB Graphic card,Graphic Card,Nvidia,12500.0,16250.0,3.0,37500.0,48750.0,Aarvi Gupta,11250.0
139877.0,GJ,Jagdeep,31/03/2020,Shipped,23 GB DDR4 RAM,RAM,Hynix,3500.0,4550.0,1.0,3500.0,4550.0,Vijay Singh,1050.0
139878.0,GJ,Adhir Samal,31/03/2020,Order,BTX motherboard,Motherboard,Gigabyte,4500.0,5850.0,2.0,9000.0,11700.0,Aadil Khan,2700.0
139879.0,GJ,Dannana Jhammi,31/03/2020,Processing,18 Fans Cabinet,Cabinet,Asus,2100.0,2730.0,4.0,8400.0,10920.0,Advika Joshi,2520.0
139880.0,GJ,Vipin Kumar,31/03/2020,Delivered,Wireless Keyboard,Keyboard,Dell,1150.0,1495.0,3.0,3450.0,4485.0,Ajay Sharma,1035.0
139881.0,GJ,Ranjeet Kumar,31/03/2020,Shipped,USB Mouse,Mouse,Samsung,350.0,455.0,4.0,1400.0,1820.0,Roshan Kumar,420.0
139882.0,GJ,Sajal Singhal,31/03/2020,Order,"19"" LED Display",Monitor,Dell,9500.0,12350.0,1.0,9500.0,12350.0,Aarvi Gupta,2850.0
139883.0,GJ,Akhilesh Kumar,31/03/2020,Processing,17 TB HDD,HDD,Western Digital,10000.0,13000.0,2.0,20000.0,26000.0,Vijay Singh,6000.0
139884.0,GJ,Suvankar Chakraborty,31/03/2020,Delivered,527 GB M.2,SSD,Samsung,6500.0,8450.0,3.0,19500.0,25350.0,Aadil Khan,5850.0
139885.0,GJ,Suvankar Adhikary,31/03/2020,Shipped,RYZEN 3rd gen. 3515,CPU,Intel,8500.0,11050.0,1.0,8500.0,11050.0,Advika Joshi,2550.0
139886.0,GJ,Rahul Kumar Prajapati,31/03/2020,Order,2GB Graphic Card,Graphic Card,Nvidia,7000.0,9100.0,3.0,21000.0,27300.0,Ajay Sharma,6300.0
139887.0,GJ,Sagar Jeur,31/03/2020,Processing,31 GB DDR4 RAM,RAM,Hynix,6550.0,8515.0,3.0,19650.0,25545.0,Roshan Kumar,5895.0
139888.0,GJ,Rhushikesh Mane,31/03/2020,Delivered,Standard ATX motherboard,Motherboard,Gigabyte,7650.0,9945.0,4.0,30600.0,39780.0,Aarvi Gupta,9180.0
139889.0,GJ,Ashish Kumar,31/03/2020,Shipped,Compact with 1 Fan,Cabinet,Asus,1150.0,1495.0,4.0,4600.0,5980.0,Vijay Singh,1380.0
139890.0,GJ,Javed Akhter,31/03/2020,Order,USB Backlight Keyboard,Keyboard,Dell,850.0,1105.0,3.0,2550.0,3315.0,Aadil Khan,765.0
139891.0,GJ,Haridas Balraj,31/03/2020,Processing,Ergonomic Mouse,Mouse,Samsung,650.0,845.0,1.0,650.0,845.0,Advika Joshi,195.0
139892.0,GJ,Kundan Kumar,31/03/2020,Delivered,"15"" LCD Dsipaly",Monitor,Dell,7500.0,9750.0,2.0,15000.0,19500.0,Ajay Sharma,4500.0
139893.0,GJ,Atif Siddiqui,31/03/2020,Shipped,17 TB HDD,HDD,Seagate,10000.0,13000.0,1.0,10000.0,13000.0,Roshan Kumar,3000.0
139894.0,GJ,Aditya Agarwal,31/03/2020,Order,16 TB SSD,SSD,Samsung,10500.0,13650.0,3.0,31500.0,40950.0,Aarvi Gupta,9450.0
139895.0,GJ,Firdoush Jabee,31/03/2020,Processing,Intel i5 12th gen.,CPU,Intel,8500.0,11050.0,2.0,17000.0,22100.0,Vijay Singh,5100.0
139896.0,GJ,Jay Prakash Kumar,31/03/2020,Delivered,2GB Graphic Card,Graphic Card,Nvidia,7000.0,9100.0,2.0,14000.0,18200.0,Aadil Khan,4200.0
139897.0,GJ,Ashish Pandey,31/03/2020,Shipped,19 GB DDR4 Ram,RAM,Hynix,1680.0,2184.0,2.0,3360.0,4368.0,Advika Joshi,1008.0
139898.0,GJ,Ajay Sharma,31/03/2020,Order,Micro ATX motherboard,Motherboard,MSI,6540.0,8502.0,4.0,26160.0,34008.0,Ajay Sharma,7848.0
139899.0,GJ,Moinuddin Saifi,31/03/2020,Processing,Gaming Box Cabinet,Cabinet,Asus,2680.0,3484.0,4.0,10720.0,13936.0,Roshan Kumar,3216.0
139900.0,GJ,Ramkrishna Das Adhikary,31/03/2020,Delivered,"17"" LCD Display",Monitor,Samsung,8250.0,10725.0,2.0,16500.0,21450.0,Aarvi Gupta,4950.0
139901.0,GJ,Ranjeet Mandal,31/03/2020,Shipped,23 GB DDR4 RAM,RAM,Samsung,2650.0,3445.0,2.0,5300.0,6890.0,Vijay Singh,1590.0
139902.0,GJ,Ashwini Adsare,31/03/2020,Order,"26"" LCD Display",Monitor,Acer,12550.0,16315.0,2.0,25100.0,32630.0,Aadil Khan,7530.0
139903.0,GJ,Rajesh Variya,31/03/2020,Processing,I7 - intel 12th Generation,CPU,Intel,14500.0,18850.0,3.0,43500.0,56550.0,Advika Joshi,13050.0
139904.0,GJ,Amit Singh,31/03/2020,Delivered,USB Keyboard,Keyboard,Dell,800.0,1040.0,1.0,800.0,1040.0,Ajay Sharma,240.0
139905.0,GJ,Vinod Mehta,31/03/2020,Shipped,Wireless Mouse,Mouse,Samsung,600.0,780.0,3.0,1800.0,2340.0,Roshan Kumar,540.0
139906.0,GJ,Jignesh Mhatre,31/03/2020,Order,"21"" LCD Display",Monitor,Dell,10500.0,13650.0,2.0,21000.0,27300.0,Aarvi Gupta,6300.0
139907.0,GJ,Rahul Kashyap,31/03/2020,Processing,17 TB HDD,HDD,Western Digital,6500.0,8450.0,2.0,13000.0,16900.0,Vijay Singh,3900.0
139908.0,GJ,Mohammed Abdul Kaleem,31/03/2020,Delivered,272 GB SSD,SSD,Samsung,4500.0,5850.0,2.0,9000.0,11700.0,Aadil Khan,2700.0
139909.0,GJ,Chandrakant Kasbe,31/03/2020,Shipped,Intel i3 11th gen.,CPU,Intel,8500.0,11050.0,3.0,25500.0,33150.0,Advika Joshi,7650.0
139910.0,GJ,Rohan Kale,31/03/2020,Order,4GB Graphic card,Graphic Card,Nvidia,12500.0,16250.0,2.0,25000.0,32500.0,Ajay Sharma,7500.0
139911.0,GJ,Aniruddha Kekapure,31/03/2020,Processing,24 GB DDR4 RAM,Computer Case,Hynix,3500.0,4550.0,1.0,3500.0,4550.0,Roshan Kumar,1050.0
139912.0,GJ,Aslam Raza,31/03/2020,Delivered,BTX motherboard,Mouse,Gigabyte,4500.0,5850.0,1.0,4500.0,5850.0,Aarvi Gupta,1350.0
139913.0,GJ,Roshan Zameer,31/03/2020,Shipped,19 Fans Cabinet,Cabinet,Asus,2100.0,2730.0,3.0,6300.0,8190.0,Vijay Singh,1890.0
139914.0,GJ,Rakesh Kumar Sharma,31/03/2020,Order,Wireless Keyboard,Keyboard,Dell,1150.0,1495.0,4.0,4600.0,5980.0,Aadil Khan,1380.0
139915.0,GJ,Shivanand Sahani,31/03/2020,Processing,USB Mouse,Mouse,Samsung,350.0,455.0,4.0,1400.0,1820.0,Advika Joshi,420.0
139916.0,GJ,Kunal Patra,01/04/2020,Delivered,"19"" LED Display",Monitor,Dell,9500.0,12350.0,3.0,28500.0,37050.0,Ajay Sharma,8550.0
139917.0,GJ,Bijendra,02/04/2020,Shipped,18 TB HDD,HDD,Western Digital,10000.0,13000.0,1.0,10000.0,13000.0,Roshan Kumar,3000.0
139918.0,GJ,Kranti Bheke,03/04/2020,Order,528 GB M.2,SSD,Samsung,6500.0,8450.0,4.0,26000.0,33800.0,Aarvi Gupta,7800.0
139919.0,GJ,Jagdeep,03/04/2020,Processing,RYZEN 3rd gen. 3516,CPU,Intel,8500.0,11050.0,2.0,17000.0,22100.0,Vijay Singh,5100.0
139920.0,GJ,Adhir Samal,03/04/2020,Delivered,2GB Graphic Card,Graphic Card,Nvidia,7000.0,9100.0,3.0,21000.0,27300.0,Aadil Khan,6300.0
139921.0,GJ,Dannana Jhammi,03/04/2020,Shipped,32 GB DDR4 RAM,Computer Case,Hynix,6550.0,8515.0,2.0,13100.0,17030.0,Advika Joshi,3930.0
139922.0,GJ,Vipin Kumar,03/04/2020,Order,Standard ATX motherboard,Mouse,Gigabyte,7650.0,9945.0,4.0,30600.0,39780.0,Ajay Sharma,9180.0
139923.0,GJ,Ranjeet Kumar,03/04/2020,Processing,Compact with 1 Fan,Cabinet,Asus,1150.0,1495.0,4.0,4600.0,5980.0,Roshan Kumar,1380.0
139924.0,GJ,Sajal Singhal,03/04/2020,Delivered,USB Backlight Keyboard,Keyboard,Dell,850.0,1105.0,1.0,850.0,1105.0,Aarvi Gupta,255.0
139925.0,GJ,Akhilesh Kumar,03/04/2020,Shipped,Ergonomic Mouse,Mouse,Samsung,650.0,845.0,4.0,2600.0,3380.0,Vijay Singh,780.0
139926.0,GJ,Suvankar Chakraborty,03/04/2020,Order,"15"" LCD Dsipaly",Monitor,Dell,7500.0,9750.0,2.0,15000.0,19500.0,Aadil Khan,4500.0
139927.0,GJ,Suvankar Adhikary,03/04/2020,Processing,18 TB HDD,HDD,Seagate,10000.0,13000.0,2.0,20000.0,26000.0,Advika Joshi,6000.0
139928.0,GJ,Rahul Kumar Prajapati,03/04/2020,Delivered,17 TB SSD,SSD,Samsung,10500.0,13650.0,3.0,31500.0,40950.0,Ajay Sharma,9450.0
139929.0,GJ,Sagar Jeur,03/04/2020,Shipped,Intel i5 12th gen.,CPU,Intel,8500.0,11050.0,3.0,25500.0,33150.0,Roshan Kumar,7650.0
139930.0,GJ,Rhushikesh Mane,03/04/2020,Order,2GB Graphic Card,Graphic Card,Nvidia,7000.0,9100.0,4.0,28000.0,36400.0,Aarvi Gupta,8400.0
139931.0,GJ,Ashish Kumar,03/04/2020,Processing,20 GB DDR4 Ram,Computer Case,Hynix,1680.0,2184.0,2.0,3360.0,4368.0,Vijay Singh,1008.0
139932.0,GJ,Javed Akhter,03/04/2020,Delivered,Micro ATX motherboard,Mouse,MSI,6540.0,8502.0,1.0,6540.0,8502.0,Aadil Khan,1962.0
139933.0,GJ,Haridas Balraj,03/04/2020,Shipped,Gaming Box Cabinet,Cabinet,Asus,2680.0,3484.0,4.0,10720.0,13936.0,Advika Joshi,3216.0
139934.0,GJ,Kundan Kumar,03/04/2020,Order,"17"" LCD Display",Monitor,Samsung,8250.0,10725.0,1.0,8250.0,10725.0,Ajay Sharma,2475.0
139935.0,GJ,Atif Siddiqui,03/04/2020,Processing,24 GB DDR4 RAM,RAM,Samsung,2650.0,3445.0,1.0,2650.0,3445.0,Roshan Kumar,795.0
139936.0,GJ,Aditya Agarwal,03/04/2020,Delivered,"26"" LCD Display",Monitor,Acer,12550.0,16315.0,1.0,12550.0,16315.0,Aarvi Gupta,3765.0
139937.0,GJ,Firdoush Jabee,03/04/2020,Shipped,I7 - intel 12th Generation,CPU,Intel,14500.0,18850.0,2.0,29000.0,37700.0,Vijay Singh,8700.0
139938.0,GJ,Jay Prakash Kumar,03/04/2020,Order,USB Keyboard,Keyboard,Dell,800.0,1040.0,3.0,2400.0,3120.0,Aadil Khan,720.0
139939.0,GJ,Ashish Pandey,03/04/2020,Processing,Wireless Mouse,Mouse,Samsung,600.0,780.0,1.0,600.0,780.0,Advika Joshi,180.0
139940.0,GJ,Ajay Sharma,03/04/2020,Delivered,"21"" LCD Display",Monitor,Dell,10500.0,13650.0,1.0,10500.0,13650.0,Ajay Sharma,3150.0
139941.0,GJ,Moinuddin Saifi,03/04/2020,Shipped,18 TB HDD,HDD,Western Digital,6500.0,8450.0,2.0,13000.0,16900.0,Roshan Kumar,3900.0
139942.0,GJ,Ramkrishna Das Adhikary,03/04/2020,Order,273 GB SSD,SSD,Samsung,4500.0,5850.0,2.0,9000.0,11700.0,Aarvi Gupta,2700.0
139943.0,GJ,Ranjeet Mandal,03/04/2020,Processing,Intel i3 11th gen.,CPU,Intel,8500.0,11050.0,2.0,17000.0,22100.0,Vijay Singh,5100.0
139944.0,GJ,Ashwini Adsare,03/04/2020,Delivered,4GB Graphic card,Graphic Card,Nvidia,12500.0,16250.0,1.0,12500.0,16250.0,Aadil Khan,3750.0
139945.0,GJ,Rajesh Variya,03/04/2020,Shipped,25 GB DDR4 RAM,NIC,Hynix,3500.0,4550.0,2.0,7000.0,9100.0,Advika Joshi,2100.0
139946.0,GJ,Amit Singh,03/04/2020,Order,BTX motherboard,Printer,Gigabyte,4500.0,5850.0,1.0,4500.0,5850.0,Ajay Sharma,1350.0
139947.0,GJ,Vinod Mehta,03/04/2020,Processing,20 Fans Cabinet,Cabinet,Asus,2100.0,2730.0,2.0,4200.0,5460.0,Roshan Kumar,1260.0
139948.0,GJ,Jignesh Mhatre,03/04/2020,Delivered,Wireless Keyboard,Keyboard,Dell,1150.0,1495.0,1.0,1150.0,1495.0,Aarvi Gupta,345.0
139949.0,GJ,Rahul Kashyap,03/04/2020,Shipped,USB Mouse,Mouse,Samsung,350.0,455.0,4.0,1400.0,1820.0,Vijay Singh,420.0
139950.0,GJ,Mohammed Abdul Kaleem,03/04/2020,Order,"19"" LED Display",Monitor,Dell,9500.0,12350.0,1.0,9500.0,12350.0,Aadil Khan,2850.0
139951.0,GJ,Chandrakant Kasbe,03/04/2020,Processing,19 TB HDD,HDD,Western Digital,10000.0,13000.0,2.0,20000.0,26000.0,Advika Joshi,6000.0
139952.0,GJ,Rohan Kale,03/04/2020,Delivered,529 GB M.2,SSD,Samsung,6500.0,8450.0,1.0,6500.0,8450.0,Ajay Sharma,1950.0
139953.0,GJ,Aniruddha Kekapure,03/04/2020,Shipped,RYZEN 3rd gen. 3517,CPU,Intel,8500.0,11050.0,4.0,34000.0,44200.0,Roshan Kumar,10200.0
139954.0,GJ,Aslam Raza,03/04/2020,Order,2GB Graphic Card,Graphic Card,Nvidia,7000.0,9100.0,2.0,14000.0,18200.0,Aarvi Gupta,4200.0
139955.0,GJ,Roshan Zameer,03/04/2020,Processing,33 GB DDR4 RAM,NIC,Hynix,6550.0,8515.0,2.0,13100.0,17030.0,Vijay Singh,3930.0
139956.0,GJ,Rakesh Kumar Sharma,03/04/2020,Delivered,Standard ATX motherboard,Printer,Gigabyte,7650.0,9945.0,2.0,15300.0,19890.0,Aadil Khan,4590.0
139957.0,GJ,Shivanand Sahani,03/04/2020,Shipped,Compact with 1 Fan,Cabinet,Asus,1150.0,1495.0,1.0,1150.0,1495.0,Advika Joshi,345.0
139958.0,GJ,Kunal Patra,03/04/2020,Order,USB Backlight Keyboard,Keyboard,Dell,850.0,1105.0,4.0,3400.0,4420.0,Ajay Sharma,1020.0
139959.0,GJ,Bijendra,03/04/2020,Processing,Ergonomic Mouse,Mouse,Samsung,650.0,845.0,1.0,650.0,845.0,Roshan Kumar,195.0
139960.0,GJ,Kranti Bheke,03/04/2020,Delivered,"15"" LCD Dsipaly",Monitor,Dell,7500.0,9750.0,3.0,22500.0,29250.0,Aarvi Gupta,6750.0
139961.0,GJ,Jagdeep,03/04/2020,Shipped,19 TB HDD,HDD,Seagate,10000.0,13000.0,3.0,30000.0,39000.0,Vijay Singh,9000.0
139962.0,GJ,Adhir Samal,03/04/2020,Order,18 TB SSD,SSD,Samsung,10500.0,13650.0,4.0,42000.0,54600.0,Aadil Khan,12600.0
139963.0,GJ,Dannana Jhammi,03/04/2020,Processing,Intel i5 12th gen.,CPU,Intel,8500.0,11050.0,1.0,8500.0,11050.0,Advika Joshi,2550.0
139964.0,GJ,Vipin Kumar,03/04/2020,Delivered,2GB Graphic Card,Graphic Card,Nvidia,7000.0,9100.0,2.0,14000.0,18200.0,Ajay Sharma,4200.0
139965.0,GJ,Ranjeet Kumar,03/04/2020,Shipped,21 GB DDR4 Ram,NIC,Hynix,1680.0,2184.0,1.0,1680.0,2184.0,Roshan Kumar,504.0
139966.0,GJ,Sajal Singhal,03/04/2020,Order,Micro ATX motherboard,Printer,MSI,6540.0,8502.0,4.0,26160.0,34008.0,Aarvi Gupta,7848.0
139967.0,GJ,Akhilesh Kumar,03/04/2020,Processing,Gaming Box Cabinet,Cabinet,Asus,2680.0,3484.0,4.0,10720.0,13936.0,Vijay Singh,3216.0
139968.0,GJ,Suvankar Chakraborty,03/04/2020,Delivered,"17"" LCD Display",Monitor,Samsung,8250.0,10725.0,1.0,8250.0,10725.0,Aadil Khan,2475.0
139969.0,GJ,Suvankar Adhikary,03/04/2020,Shipped,25 GB DDR4 RAM,RAM,Samsung,2650.0,3445.0,1.0,2650.0,3445.0,Advika Joshi,795.0
139970.0,GJ,Rahul Kumar Prajapati,03/04/2020,Order,"26"" LCD Display",Monitor,Acer,12550.0,16315.0,1.0,12550.0,16315.0,Ajay Sharma,3765.0
